Iteration, Model, valeur n, moyenne, val max, val min, difference max-min, ecart type
0, OWA, 10, 80.38808505026378300000,  66.14901062969483,  88.68626839680309, 22.53725776710826, 5.52634031472153403047
1, OWA, 10, 83.53053842923362200000,  69.8469875707325,  97.30704465627383, 27.46005708554133, 8.47619104124448292305
2, OWA, 10, 71.10308803052736950000,  58.79148872976202,  83.39513544124983, 24.60364671148781, 8.75757449466396638373
3, OWA, 10, 76.17631064068830400000,  46.99243096254869,  95.17239426405284, 48.17996330150415, 12.87217227941314735077
4, OWA, 10, 75.21397165080440060000,  54.359358116161026,  88.55916466088134, 34.199806544720314, 11.04384067571897936789
5, OWA, 10, 74.14750123405422400000,  61.1249018847993,  92.06335819454573, 30.93845630974643, 9.10096097078260652533
6, OWA, 10, 74.77159715375823350000,  57.51204197338896,  92.26972067041237, 34.75767869702341, 10.09481122790214484608
7, OWA, 10, 77.88199340060972900000,  50.05283540814295,  94.21706833493458, 44.16423292679163, 13.07584762836201621183
8, OWA, 10, 78.80950237642742140000,  62.836982474979784,  89.83796843735833, 27.000985962378546, 8.22829304004650987627
9, OWA, 10, 69.41837614147964000000,  56.52122554144685,  87.91314811986196, 31.39192257841511, 10.61840994116279363215
10, OWA, 10, 81.94243689181496600000,  59.70649997143932,  98.7217115832027, 39.01521161176338, 12.59918723381956901687
11, OWA, 10, 76.25000630473957200000,  49.85957477485056,  89.36734876236365, 39.50777398751309, 11.77292525009507113842
12, OWA, 10, 81.97653777431466900000,  64.24945883504216,  97.28657790636684, 33.03711907132468, 9.95397132684759096353
13, OWA, 10, 73.55372659023043300000,  62.53405436579247,  88.34504324904347, 25.81098888325100, 8.06970399880876085557
14, OWA, 10, 81.07368681576772000000,  63.21155623609047,  92.22967396727793, 29.01811773118746, 10.06774093136990467667
15, OWA, 10, 79.96094651014612800000,  71.05275815482543,  93.71775272634086, 22.66499457151543, 7.18242305883535313020
16, OWA, 10, 73.40520605301842440000,  39.296389972221384,  87.74224966394391, 48.445859691722526, 13.94457994208565850213
17, OWA, 10, 75.49822429114911450000,  50.321380302751805,  93.4310232727036, 43.109642969951795, 13.51596419002174706206
18, OWA, 10, 73.93673182063977800000,  56.86783769295163,  89.96185218846091, 33.09401449550928, 9.76638114684072988999
19, OWA, 10, 73.74530001323941940000,  60.10562145021351,  91.42984961245207, 31.32422816223856, 8.73375899899872357415
20, OWA, 10, 75.53581032401253100000,  57.56904439773744,  93.63081061746419, 36.06176621972675, 11.27671924157993390405
21, OWA, 10, 75.38550518965075200000,  64.67643820603703,  85.36695739827825, 20.69051919224122, 5.76213749081046864499
22, OWA, 10, 73.49570912086729390000,  54.605897502379094,  84.63488193331806, 30.028984430938966, 9.49556394166204036871
23, OWA, 10, 74.98273216804625350000,  61.41699811812201,  88.98640931288897, 27.56941119476696, 8.20762163309363833982
24, OWA, 10, 79.19924605581135640000,  62.914939586657354,  95.71214142240086, 32.797201835743506, 10.45132315608665477779
25, OWA, 10, 73.19904056892747800000,  51.40175540707874,  90.10770711675313, 38.70595170967439, 10.20861447935995456866
26, OWA, 10, 73.71128122205658740000,  49.169094305915564,  88.90479455012552, 39.735700244209956, 14.14058877729702178797
27, OWA, 10, 77.81637547091009750000,  60.798922025168345,  93.07636529272145, 32.277443267553105, 9.29262568397592584863
28, OWA, 10, 80.78120492159949900000,  62.67808271927953,  96.87334963591306, 34.19526691663353, 10.50742451263346373483
29, OWA, 10, 73.14910326922632700000,  64.7979233304763,  82.20633302809252, 17.40840969761622, 5.28064690472553185869
30, OWA, 10, 77.08703119120313100000,  59.63984802212827,  95.66425667581541, 36.02440865368714, 11.53678629692958897457
31, OWA, 10, 77.34014929743085000000,  50.09161238673008,  93.05856237176914, 42.96694998503906, 13.25863810799176959118
32, OWA, 10, 79.48550787245285940000,  61.574705270014114,  91.13776506633434, 29.563059796320226, 8.13091092957869903809
33, OWA, 10, 71.08262059461495400000,  53.47894472976579,  93.23755185741739, 39.75860712765160, 11.99061103940332044382
34, OWA, 10, 79.52543095372485100000,  66.54723363054069,  95.00105147209268, 28.45381784155199, 9.85723890425929762251
35, OWA, 10, 77.08504016455652500000,  64.52864463371989,  86.18532995297505, 21.65668531925516, 6.63942764714520584240
36, OWA, 10, 70.75978491370391460000,  53.431221809597176,  89.9735898869593, 36.542368077362124, 10.20371133731627422462
37, OWA, 10, 80.91100060211502800000,  71.13441889605843,  93.80078932625877, 22.66637043020034, 6.04660845033407521747
38, OWA, 10, 74.68993053473092150000,  52.888263731851325,  92.42494525754341, 39.536681525692085, 11.53895497036193461852
39, OWA, 10, 80.45041635838222850000,  56.678587965891865,  96.9863614484406, 40.307773482548735, 12.49218081185184079299
