Iteration, Model, valeur n, moyenne, val max, val min, difference max-min, ecart type
22, OWA, 5, 71.26641825366218280000,  62.428931403912614,  83.28288110376906, 20.853949699856446, 9.42340893942914773320
23, OWA, 5, 71.75555977201575120000,  48.949478863993356,  89.68219889223943, 40.732720028246074, 13.32488466224468054513
24, OWA, 5, 66.13924311074716600000,  54.72650902652002,  82.58983311023165, 27.86332408371163, 10.29359836055399339959
25, OWA, 5, 75.93468711042422800000,  51.46229390044484,  91.65223835914952, 40.18994445870468, 14.08990522752541257828
26, OWA, 5, 66.29635723502183080000,  51.071915080586244,  92.03317864323373, 40.961263562647486, 13.76085365923049798527
27, OWA, 5, 69.38725519512689200000,  64.49824617208145,  76.20961408956839, 11.71136791748694, 4.30080284846516835048
28, OWA, 5, 66.17167713807396480000,  48.465990047514914,  80.04516593042709, 31.579175882912176, 12.48975597103523980099
29, OWA, 5, 69.80129200763920000000,  48.66331663595923,  87.34014234066284, 38.67682570470361, 13.57621710960976034614
30, OWA, 5, 75.39051782379424000000,  66.24206507424645,  86.25389602282941, 20.01183094858296, 8.20376533196087746624
31, OWA, 5, 64.82842522713314400000,  42.55701913146679,  81.18266398536204, 38.62564485389525, 12.52015802223277672215
32, OWA, 5, 65.83050858989642240000,  53.307687509491956,  78.9647617054844, 25.657074195992444, 11.06330578177259229169
33, OWA, 5, 67.76364174364232400000,  54.57464950390778,  90.60989308769403, 36.03524358378625, 12.49746238406479397292
34, OWA, 5, 62.05947677044155720000,  47.70348335763156,  77.12635167899279, 29.42286832136123, 9.91565641016829947437
35, OWA, 5, 63.37169915238640600000,  47.26523967379031,  77.70133764298386, 30.43609796919355, 11.30539078164728004540
36, OWA, 5, 78.73131658283558000000,  51.71442458311112,  94.87785762718566, 43.16343304407454, 14.56697722024024855824
37, OWA, 5, 68.89830484355390900000,  43.772759852503675,  91.62090794027549, 47.848148087771815, 15.43037394591792268062
38, OWA, 5, 75.00763373963872120000,  62.028332370533526,  89.43735207415726, 27.409019703623734, 9.31070563942147741191
39, OWA, 5, 70.39747891643806000000,  60.68886149548071,  78.24166386025239, 17.55280236477168, 5.67875015937648044949
40, OWA, 5, 62.91476066200709600000,  40.03173102001268,  75.06306037956807, 35.03132935955539, 12.18702431620438776836
41, OWA, 5, 64.49713732955178080000,  49.40159569186163,  73.73799850147114, 24.33640280960951, 9.60017630730219211116
42, OWA, 5, 74.23132690349783800000,  66.87370972837724,  82.70141179147848, 15.82770206310124, 5.96974165518570387457
43, OWA, 5, 71.74186126165472200000,  54.95104196663265,  91.30071811516531, 36.34967614853266, 11.58925983808223157363
44, OWA, 5, 71.98470712608103200000,  39.74404459675831,  83.31357148453954, 43.56952688778123, 16.51925385544329618517
45, OWA, 5, 56.80979194652872000000,  48.5380703150758,  78.74061321420548, 30.20254289912968, 11.33812919892654569169
46, OWA, 5, 68.61743203874806320000,  58.585684996800516,  91.53695317605636, 32.951268179255844, 11.82197898654264436040
47, OWA, 5, 59.29080213932857720000,  53.54441416578838,  79.07447545047799, 25.53006128468961, 9.90176053933401951266
48, OWA, 5, 69.54407708703082480000,  49.62662050397696,  84.96141390870092, 35.33479340472396, 14.77800045488013315005
49, OWA, 5, 59.63048429150047100000,  42.989095939996055,  87.21128907351655, 44.222193133520495, 15.81891985200219511023
0, P1, 5, 71.74579780807879400000,  54.00589333052777,  94.940668593956, 40.93477526342823, 15.21430613209265883924
1, P1, 5, 78.98181716425429120000,  57.681597344102286,  91.52001386722677, 33.838416523124484, 14.31464919924855592405
2, P1, 5, 61.36983298141200800000,  52.380031982844656,  70.15735959948714, 17.777327616642484, 7.40100406996037701171
3, P1, 5, 66.17276675401722200000,  50.83029394224331,  85.48564235602649, 34.65534841378318, 14.24655887109592114571
4, P1, 5, 65.38968344411957720000,  43.761957753689686,  94.0114171997672, 50.249459446077514, 20.87004940314993609570
5, P1, 5, 57.69483004623618100000,  45.747813689890386,  87.3543899501467, 41.606576260256314, 16.00265525735147848381
6, P1, 5, 61.20935692245470320000,  48.04030113462239,  73.90069403864376, 25.86039290402137, 9.40105904046245880442
7, P1, 5, 82.26454964095182700000,  53.970842446731865,  93.11839042668093, 39.147547979949065, 14.29433211702403360959
8, P1, 5, 56.57879647318042400000,  49.50969949673272,  72.5799460960926, 23.07024659935988, 8.43189574709275039743
9, P1, 5, 78.72162350222160600000,  64.58930120569023,  92.49209987222042, 27.90279866653019, 10.59863752890355576756
10, P1, 5, 73.07474584405018520000,  57.93156464414959,  84.7214750898802, 26.78991044573061, 10.99099085896120053436
11, P1, 5, 84.43277982939930400000,  67.80652155722092,  94.0569651043615, 26.25044354714058, 11.00477509023472956246
12, P1, 5, 48.78548303834612120000,  45.89319084608292,  54.14850433454769, 8.25531348846477, 2.89814410308653943254
13, P1, 5, 68.03245106002610000000,  58.97491409075221,  88.23017894111607, 29.25526485036386, 10.83289601906233900750
14, P1, 5, 52.13237031783451900000,  45.72008749616453,  64.56479445788682, 18.84470696172229, 6.52084701657882409753
15, P1, 5, 76.64382988560993600000,  66.99841768103494,  91.1831517289449, 24.18473404790996, 8.62938167780014502036
16, P1, 5, 69.94303249277038520000,  41.121073718734536,  91.85462964566308, 50.733555926928544, 17.33386804669526014653
17, P1, 5, 64.68389027399799700000,  57.3972597587313,  70.74266642039126, 13.34540666165996, 5.03902848981050123739
18, P1, 5, 62.71803733477755600000,  50.48960879419002,  76.62562017753922, 26.13601138334920, 9.44334496607319233669
19, P1, 5, 69.78953098690540400000,  59.75318518304578,  76.38446506484546, 16.63127988179968, 5.76102001577938073754
20, P1, 5, 57.64489991764843080000,  44.353550771635604,  66.83635567262667, 22.482804900991066, 7.53871152761775349221
21, P1, 5, 65.16734072874895680000,  56.15819317000547,  75.96075579774211, 19.80256262773664, 7.55377606029493144213
22, P1, 5, 82.74794911068231800000,  73.58928264245675,  90.7210533784493, 17.13177073599255, 6.35891201639153671249
23, P1, 5, 67.78390921866427400000,  56.94016109232895,  79.14838292269323, 22.20822183036428, 7.56254511274930971347
24, P1, 5, 59.81342725005069820000,  46.965142097558406,  85.19008298335177, 38.224940885793364, 13.55638148365466285000
25, P1, 5, 64.58213197788411600000,  50.21151199536507,  82.3185006572347, 32.10698866186963, 12.42502281224322056335
26, P1, 5, 73.43437560303504800000,  68.52434707716455,  86.5835986021747, 18.05925152501015, 6.69353891062485209818
27, P1, 5, 68.84325592682373000000,  61.35025228217636,  75.24186829258943, 13.89161601041307, 4.82937084749402480655
28, P1, 5, 66.15526854386327800000,  60.771023362422675,  77.01887128513432, 16.247847922711645, 6.41459984020458403371
29, P1, 5, 62.32102220558763080000,  49.796610430908,  79.46293486439828, 29.66632443349028, 11.56341474771893885875
30, P1, 5, 74.29988732897208600000,  52.88763214032552,  98.9259700961571, 46.03833795583158, 14.84273467529625480854
31, P1, 5, 69.65092085379563080000,  53.73247408558656,  91.02570761872448, 37.29323353313792, 15.67355334628993096406
32, P1, 5, 71.28994454627541000000,  68.99367433561952,  74.04234891476847, 5.04867457914895, 1.84257795718109434591
33, P1, 5, 71.78818303211030520000,  59.793997824496856,  80.25907864077516, 20.465080816278304, 6.95450392544455124587
34, P1, 5, 55.16894765701608120000,  49.02418729289563,  57.84922556577278, 8.82503827287715, 3.20244668277440002289
35, P1, 5, 69.89806504078548400000,  54.89519833408135,  87.24304253971388, 32.34784420563253, 14.09692765362786684031
36, P1, 5, 67.40949886119980000000,  64.2264369263441,  74.91277553915847, 10.68633861281437, 3.87456827950765991739
37, P1, 5, 57.56659892260222780000,  44.46284995384428,  69.19586750978851, 24.73301755594423, 8.86235318703757293677
38, P1, 5, 73.39670117782990200000,  55.07840370932258,  87.74861390236228, 32.67021019303970, 11.19563208413664792704
39, P1, 5, 59.70763113293932920000,  47.32006961907803,  78.87296724679868, 31.55289762772065, 11.42470856627226434908
40, P1, 5, 70.86250137060998800000,  55.51671543606376,  93.19912292318189, 37.68240748711813, 13.54538090132046063456
41, P1, 5, 61.98890094856085300000,  57.14906743950986,  66.07537168826909, 8.92630424875923, 2.89122141240292715474
42, P1, 5, 58.19148874574960600000,  45.79165697501088,  67.28080198004996, 21.48914500503908, 7.84279199449397360773
43, P1, 5, 78.83479180160536400000,  61.1251619865995,  93.8689435148716, 32.7437815282721, 10.82354428087715708039
44, P1, 5, 71.24558752304214700000,  57.854075557925825,  93.03962436236071, 35.185548804434885, 12.55279343506243260958
45, P1, 5, 65.98390642344331980000,  50.288595766484654,  83.68234382327451, 33.393748056789856, 12.75058138665509448671
46, P1, 5, 68.39178669437651800000,  55.69633344991989,  79.73804926274153, 24.04171581282164, 7.95187139053612159807
47, P1, 5, 78.54484959004045400000,  57.59648860195604,  91.02670717522523, 33.43021857326919, 11.14374867993325872208
48, P1, 5, 67.68416414849733000000,  60.48171527525453,  88.15348624939992, 27.67177097414539, 10.40601339337085501502
49, P1, 5, 58.80526170859226400000,  46.60352365945067,  68.93347256889012, 22.32994890943945, 7.30311420807805267338
