Iteration, Modele, valeur n, moyenne, val max, val min, difference max-min, ecart type
0, P0, 10, 77.69709231734444560000,  59.712387866307346,  94.5759194523191, 34.863531586011754, 9.96526317288258825841
1, P0, 10, 75.11795905610981140000,  56.53658442693343,  91.07804089769797, 34.54145647076454, 11.67349528094651668926
2, P0, 10, 79.83848680981802460000,  56.792192995089856,  93.26395824644976, 36.471765251359904, 12.63416280845614366865
3, P0, 10, 77.90056707837211900000,  58.72930022252045,  89.903126294264, 31.17382607174355, 10.94394848859431619878
4, P0, 10, 76.25226315202222500000,  60.09530050014596,  92.67277943893944, 32.57747893879348, 9.74786314396839533349
5, P0, 10, 75.74221436516282400000,  55.42734238415301,  92.19666045649996, 36.76931807234695, 11.68258059657565691641
6, P0, 10, 77.49151864927802000000,  64.95716236246933,  97.29601506318238, 32.33885270071305, 9.14109832195962254942
7, P0, 10, 73.37245268351029700000,  50.29111732005448,  89.8545157556694, 39.56339843561492, 13.25024194911825748557
8, P0, 10, 71.04230470513409940000,  57.76560361048826,  87.37213671334328, 29.60653310285502, 9.24547598345726290117
9, P0, 10, 76.57623391207900100000,  37.80963409973764,  96.11111237810465, 58.30147827836701, 15.56217437668172084985
10, P0, 10, 76.39481900006559300000,  45.38918332907153,  98.08446621823708, 52.69528288916555, 13.77504368542947663023
11, P0, 10, 77.65562119022647440000,  46.274361050171194,  91.00016428948013, 44.725803239308936, 14.36957800512975913642
12, P0, 10, 75.76154944327287000000,  55.16857190169071,  94.14849578170586, 38.97992388001515, 11.86914902508809367598
13, P0, 10, 80.67642454439527100000,  62.58210290478473,  91.33097399051353, 28.74887108572880, 8.67546079109932385276
14, P0, 10, 74.17594132801570300000,  54.17583471690388,  93.30488622642463, 39.12905150952075, 12.23716111565447427313
15, P0, 10, 76.12144737173066100000,  53.12558067835806,  92.2103661955562, 39.08478551719814, 13.31509225820697207997
16, P0, 10, 75.50507445481117200000,  53.09555443221123,  93.54174017961074, 40.44618574739951, 11.81956423266559683853
17, P0, 10, 76.75641859928973240000,  52.647988177011094,  94.6101924990273, 41.962204322016206, 11.87474801543073611706
18, P0, 10, 79.29031746772788000000,  60.29663930651316,  96.44273075445082, 36.14609144793766, 11.51369857880440996499
19, P0, 10, 74.65824040415441200000,  60.98776112658135,  94.41326466110408, 33.42550353452273, 10.03400592480526317094
20, P0, 10, 77.95186266037100500000,  65.80034073747004,  96.62670849476258, 30.82636775729254, 8.92625705261705065073
21, P0, 10, 80.82215942800696700000,  65.02573480332094,  93.30882531780661, 28.28309051448567, 9.44776011720497152981
22, P0, 10, 71.80634338272579500000,  44.17120332314505,  86.84372319480495, 42.67251987165990, 12.79102220991199297478
23, P0, 10, 75.45013501043720960000,  62.918615401733156,  87.02318282193004, 24.104567420196884, 7.66391241858111163995
24, P0, 10, 81.06028206472254400000,  58.03465471461233,  95.53872289141084, 37.50406817679851, 11.19446997086860861051
25, P0, 10, 78.79561951474906100000,  58.48575003180508,  89.18782904391742, 30.70207901211234, 9.29174625735563060742
