Iteration, Modele, valeur n, moyenne, val max, val min, difference max-min, ecart type
26, P0, 10, 72.09756500013925960000,  48.18599880200835,  85.22823161510888, 37.04223281310053, 12.70771196139986673438
27, P0, 10, 77.22951969208006900000,  63.71806140357489,  90.41614475963159, 26.69808335605670, 9.03030021477498830907
28, P0, 10, 81.67419769642124500000,  66.73141180892881,  94.22324409610096, 27.49183228717215, 9.60900629505784335242
29, P0, 10, 79.61835249745700260000,  33.510583744096266,  95.09396694795879, 61.583383203862524, 16.87940518093936363581
30, P0, 10, 80.25037944625408700000,  64.99730450434113,  94.64953441932732, 29.65222991498619, 10.88505834077052338043
31, P0, 10, 77.73152827653253400000,  52.1408737888449,  88.24529652314999, 36.10442273430509, 10.96715390648700402324
32, P0, 10, 77.80910502516929500000,  57.78674019043088,  97.67531483365855, 39.88857464322767, 11.47505471609588539010
33, P0, 10, 77.66575651066138640000,  56.474033454870174,  89.93469028943323, 33.460656834563056, 10.52986245094107875678
34, P0, 10, 80.66836192985442600000,  64.2619426094542,  94.75466445604063, 30.49272184658643, 10.69515163815652163051
35, P0, 10, 77.26155201401552700000,  52.78039581364935,  95.1304348051444, 42.35003899149505, 13.50321336533193604041
36, P0, 10, 75.73274676166575400000,  55.65536007246193,  92.45932797153024, 36.80396789906831, 11.48857158079467507690
37, P0, 10, 78.65501931646388600000,  60.68245695426155,  94.65733846910352, 33.97488151484197, 9.55951628020268943904
38, P0, 10, 74.29025609647506150000,  47.95782504547377,  96.05112366256284, 48.09329861708907, 14.23303955428096081017
39, P0, 10, 75.20367643753557000000,  63.11741155576084,  89.44776807273657, 26.33035651697573, 8.33168846962719577511
40, P0, 10, 76.47646910210975500000,  60.78720999662388,  91.2926467075992, 30.50543671097532, 10.90794458408934810257
41, P0, 10, 77.57580334905558200000,  56.45843368467308,  95.61816016853533, 39.15972648386225, 11.41654269742600328025
42, P0, 10, 79.90710948095385300000,  63.59263170265359,  93.05809772374401, 29.46546602109042, 10.46314898974290837114
43, P0, 10, 70.14072323308940500000,  36.91236475505914,  86.4998330930667, 49.58746833800756, 16.11120376881838712131
44, P0, 10, 74.01498468761803440000,  50.37229420106651,  97.51907753593866, 47.14678333487215, 16.77007477874088691568
45, P0, 10, 73.56138097887417700000,  52.396749163783,  86.77359292889963, 34.37684376511663, 8.86080854611280725065
46, P0, 10, 73.97914174104787200000,  58.75744681457139,  85.07743696886557, 26.31999015429418, 7.97915130320748086075
47, P0, 10, 77.81417475431847700000,  48.34044004475497,  95.73221913971481, 47.39177909495984, 14.95724261883068773463
48, P0, 10, 79.29540138319364200000,  48.26367679377063,  94.12477045165457, 45.86109365788394, 11.80177501418385499337
49, P0, 10, 77.57768211804475500000,  50.58811362678298,  92.48934220270455, 41.90122857592157, 11.17271792041114092973
0, P1, 10, 72.24107616454945200000,  60.33661283772507,  87.38610557602667, 27.04949273830160, 9.02086155011827962601
1, P1, 10, 76.26251207847342400000,  50.96955760792207,  97.67370707162233, 46.70414946370026, 12.77004989111253526206
2, P1, 10, 69.08273712430164600000,  52.81721049314993,  85.87545085600411, 33.05824036285418, 11.71828869883437638606
3, P1, 10, 73.67030505773819540000,  58.38034374086232,  91.3584744848219, 32.97813074395958, 10.14457204614399168804
4, P1, 10, 67.14841304507698360000,  55.36866739828138,  80.85888782685434, 25.49022042857296, 7.73880474957233583306
5, P1, 10, 79.57477906183717900000,  69.70181744266387,  95.48134780864243, 25.77953036597856, 8.20449802963066712176
6, P1, 10, 73.75545476756593900000,  57.45013862212724,  96.083750345933, 38.63361172380576, 11.03258095809308669009
7, P1, 10, 78.50951352838210100000,  62.89681852838574,  95.5220420320205, 32.62522350363476, 10.52061384605005305450
8, P1, 10, 72.33030647519272200000,  59.49307444031798,  90.71665243973405, 31.22357799941607, 8.90123413233676316573
9, P1, 10, 79.03445843352147000000,  67.90924353780339,  88.87285726840443, 20.96361373060104, 5.58014060683407318501
10, P1, 10, 73.85618157798108880000,  61.442694258544954,  85.4684354904415, 24.025741231896546, 8.41629684012124884499
11, P1, 10, 72.26700032525887800000,  54.70457639155933,  91.92397282040278, 37.21939642884345, 11.58953384385832299398
12, P1, 10, 77.44784865981584500000,  59.94522409869956,  93.49495687322455, 33.54973277452499, 12.22523036216888138910
13, P1, 10, 70.93209546818425710000,  57.88608075872588,  96.24006416944982, 38.35398341072394, 13.56774190306026950648
14, P1, 10, 82.11934059695028800000,  70.8281010657336,  92.84796416497437, 22.01986309924077, 6.73484661986200705234
15, P1, 10, 78.22020754559137160000,  61.415911815405096,  90.67254689956555, 29.256635084160454, 10.39634485602148535547
16, P1, 10, 69.26758291363463640000,  60.69800191892857,  82.92041629611887, 22.22241437719030, 8.73536889040410573421
17, P1, 10, 76.25870490942101100000,  57.71834273947449,  86.8888457936245, 29.17050305415001, 8.88270503908939820428
18, P1, 10, 73.01722160614420300000,  59.87327755732845,  94.75624864841146, 34.88297109108301, 9.94909391496069057251
19, P1, 10, 74.68887220082950200000,  64.27008267440218,  87.34854487988694, 23.07846220548476, 6.60653712197881221525
20, P1, 10, 77.35511300247615000000,  68.57857465098589,  85.51969095665248, 16.94111630566659, 5.57467487831691111791
21, P1, 10, 69.70811321378362600000,  52.66877082185766,  81.34203986925496, 28.67326904739730, 8.15516772260406354630
22, P1, 10, 76.08377874667847000000,  60.72349421787359,  91.4885721961774, 30.76507797830381, 8.66271730532711085422
23, P1, 10, 73.39477747173468600000,  66.32682699711874,  85.28240311746343, 18.95557612034469, 5.22916385338764217556
24, P1, 10, 75.92916772935058000000,  60.72619228248593,  87.2448111334613, 26.51861885097537, 7.27728022650157887798
25, P1, 10, 77.60925524792930400000,  66.5282790952714,  87.00677721209229, 20.47849811682089, 6.21221415939596835270
26, P1, 10, 69.73156649483955190000,  59.31870429855894,  88.74926011580533, 29.43055581724639, 10.11108678591611108228
27, P1, 10, 74.84750786185922600000,  59.28495601146704,  91.91212601722047, 32.62717000575343, 11.68494353286085985236
28, P1, 10, 65.81814077249991600000,  53.10620451105671,  89.03077547334684, 35.92457096229013, 9.38932060195681283781
29, P1, 10, 76.84635274350906800000,  67.39646329729894,  93.84832267149801, 26.45185937419907, 8.02723446533850687568
30, P1, 10, 63.41082972857657160000,  49.11528980603762,  81.43906776103591, 32.32377795499829, 9.92414924886256241682
31, P1, 10, 80.73236087050830500000,  66.76883803713643,  98.50969549263979, 31.74085745550336, 9.64809074239669446047
32, P1, 10, 71.34633037167735650000,  59.643048936521005,  91.09514476119055, 31.452095824669545, 9.37108882337225691712
33, P1, 10, 69.95334672903589860000,  62.168943407381036,  79.48289058014907, 17.313947172768034, 5.40931032828199291197
34, P1, 10, 78.46241910852927800000,  66.39428506501875,  96.13286831802381, 29.73858325300506, 9.32831933753100481684
35, P1, 10, 70.89410616191708050000,  55.96021214782237,  94.17341416345317, 38.21320201563080, 11.29317974992271333130
36, P1, 10, 76.38429989434251000000,  65.68393694629597,  94.33021751047181, 28.64628056417584, 8.01463040256678859951
37, P1, 10, 74.23959442927218600000,  64.0636789963143,  95.44296612278848, 31.37928712647418, 9.06261342811996020508
38, P1, 10, 69.74633501767623090000,  56.06545614433141,  93.8344569197465, 37.76900077541509, 12.22416326440156914676
39, P1, 10, 66.56504304570076100000,  56.94671427915966,  75.92080510773185, 18.97409082857219, 5.51220600163505630430
40, P1, 10, 67.49065877492378000000,  50.77375514742917,  86.79275028383789, 36.01899513640872, 8.82787208388741869090
41, P1, 10, 72.41870591993315600000,  65.35238711817652,  83.2468720258859, 17.89448490770938, 5.04161716018950634404
42, P1, 10, 72.28018107316630240000,  62.110352857301834,  81.73056011213671, 19.620207254834876, 7.16535251053334087645
43, P1, 10, 65.00683625968960990000,  51.53551681014875,  96.02606519583678, 44.49054838568803, 13.55339415407010159211
44, P1, 10, 70.50633310875180200000,  64.96180477005913,  79.08872523351482, 14.12692046345569, 4.10400539466665301622
45, P1, 10, 77.56151707455987200000,  65.20310456477952,  98.67562631531415, 33.47252175053463, 11.03987542859543432835
46, P1, 10, 74.78661751404221500000,  67.25758139283388,  82.56811433641154, 15.31053294357766, 5.06145590124295761802
47, P1, 10, 78.45148835779833500000,  57.7044405794947,  92.43638058917783, 34.73194000968313, 10.15408037934784803975
48, P1, 10, 73.11971820973393860000,  60.5469616812737,  92.98732494172755, 32.44036326045385, 9.72056328292090297590
49, P1, 10, 78.90221367622806100000,  68.99363249115642,  92.3668956634366, 23.37326317228018, 7.28108967444249649633
