Iteration, Model, valeur n, moyenne, val max, val min, difference max-min, ecart type
0, P0, 10, 77.12589324128588740000,  55.586976054431794,  93.96998060090826, 38.383004546476466, 13.53100676380584173701
1, P0, 10, 71.93323319174397240000,  52.5357153230539,  95.48987043365331, 42.95415511059941, 11.24360394710847221397
2, P0, 10, 77.82052991333897900000,  58.9752412787154,  87.73794520209748, 28.76270392338208, 8.91095100187594792509
3, P0, 10, 72.51718933008297600000,  52.73472859861329,  95.48167161504739, 42.74694301643410, 11.65274356867814012950
4, P0, 10, 81.15921534830751100000,  59.50050673283197,  93.67766564872721, 34.17715891589524, 12.38626045364862315108
5, P0, 10, 71.50000880458551200000,  41.74707753026314,  88.07956746093407, 46.33248993067093, 13.21736417833960616928
6, P0, 10, 79.21136545750823600000,  68.71770802515354,  96.73623832503365, 28.01853029988011, 9.08571132795012582085
7, P0, 10, 78.48087075193773540000,  50.09103200219271,  94.17330649621924, 44.08227449402653, 15.57215913988087051471
8, P0, 10, 72.01423866141644000000,  56.55398535869847,  90.28617651688592, 33.73219115818745, 11.60409615971020869811
9, P0, 10, 75.80504349498483500000,  61.3100445971841,  98.77772779589385, 37.46768319870975, 13.56819007404046604320
10, P0, 10, 75.85954238219379440000,  58.35682388398267,  84.90930154964487, 26.55247766566220, 8.58089639272076645180
11, P0, 10, 79.15806363612453900000,  68.08893803893191,  91.25926667320662, 23.17032863427471, 7.36726812867022091061
12, P0, 10, 74.72584320209416850000,  51.734056259230655,  90.45431751754818, 38.720261258317525, 11.78452812297451991445
13, P0, 10, 78.56988221441750200000,  65.31465401973733,  93.27580624324295, 27.96115222350562, 7.41690847623392595748
14, P0, 10, 75.70073731916441100000,  55.26014495550708,  89.0111270574313, 33.75098210192422, 8.73422451033299835966
15, P0, 10, 74.41261827837398200000,  59.40249448393311,  89.5351671833784, 30.13267269944529, 9.02356921834114933925
16, P0, 10, 77.73555113511917460000,  62.227277878739756,  91.20584644859795, 28.978568569858194, 7.77636943955325160566
17, P0, 10, 77.04569613509428400000,  58.95159095338124,  88.13238781512393, 29.18079686174269, 9.64988584902590750744
18, P0, 10, 75.33754933534115900000,  56.22956253357068,  94.30349640375972, 38.07393387018904, 11.23891753184938795101
19, P0, 10, 79.62439485309912000000,  63.14296872136572,  92.43308675070962, 29.29011802934390, 9.16073055981278951067
20, P0, 10, 83.53698920125534200000,  71.91188615234162,  95.2744171594847, 23.36253100714308, 7.40545016943682059996
21, P0, 10, 80.52728645726367200000,  69.94005408020044,  99.89147848051272, 29.95142440031228, 8.34456625465977397114
22, P0, 10, 77.86391443350923900000,  53.49689071132077,  91.37330034399545, 37.87640963267468, 10.89192506692612174816
23, P0, 10, 76.14510841339143540000,  56.4122808407372,  94.21022746473939, 37.79794662400219, 13.67442846242000240548
24, P0, 10, 76.57035181753764560000,  62.52296456396727,  93.9988182193841, 31.47585365541683, 11.00763405641275320840
25, P0, 10, 76.75623506053561140000,  54.161560125397884,  96.0875623314378, 41.926002206039916, 15.30236860831248334524
26, P0, 10, 78.34420587471456900000,  66.08158198825447,  94.66709301807454, 28.58551102982007, 8.62362961629620473079
27, P0, 10, 77.50401260969593760000,  62.889661209428226,  92.84793645984553, 29.958275250417304, 9.82042189152018127281
28, P0, 10, 75.08074579188534700000,  60.525756486410536,  96.53072862211556, 36.004972135705024, 11.20997530745068700272
29, P0, 10, 72.22555788887269100000,  54.107245981003835,  90.32845135997744, 36.221205378973605, 12.55483107644058132840
30, P0, 10, 78.99460136815841600000,  66.7409761550538,  91.50863402546244, 24.76765787040864, 8.11047450811096524020
31, P0, 10, 77.90141240652702640000,  56.273893601758914,  94.05925318953817, 37.785359587779256, 12.14300208674338328199
32, P0, 10, 71.73256332140553550000,  52.63939193360998,  93.29686903499089, 40.65747710138091, 11.85290582207146485890
33, P0, 10, 74.60290108237272600000,  51.8962068451889,  95.6806254905559, 43.7844186453670, 14.49829739721384915887
34, P0, 10, 76.69792490926979060000,  59.053398338666966,  92.52646913093233, 33.473070792265364, 10.40071836714318098530
35, P0, 10, 72.46888815138085700000,  51.74667841059461,  92.12821755657691, 40.38153914598230, 13.09548334587988506890
36, P0, 10, 73.39575625378081090000,  53.326887812291034,  98.87667081362018, 45.549783001329146, 11.56241116395291845464
37, P0, 10, 70.82488598153936000000,  51.07343509019092,  86.64504890252759, 35.57161381233667, 12.01827611947130789571
38, P0, 10, 73.69437163384561540000,  55.970704492085844,  84.16711946709057, 28.196414975004726, 9.28219747294211710517
39, P0, 10, 78.98827502466066100000,  58.68079533088967,  92.95075018058262, 34.26995484969295, 8.83144094214836453369
40, P0, 10, 71.61339529725755400000,  54.87296098688718,  89.645584190155, 34.77262320326782, 11.98630918550419465335
41, P0, 10, 71.32222704561635850000,  45.812332162582045,  91.3969636008661, 45.584631438284055, 12.35029476529180877153
42, P0, 10, 74.40992530913907750000,  42.04333759869678,  93.08317404745794, 51.03983644876116, 14.43905051591810243419
43, P0, 10, 77.81937239260087000000,  57.61687389673231,  95.73039190364698, 38.11351800691467, 12.42804948146741796278
44, P0, 10, 78.18053915906003300000,  57.63923092501902,  96.30123917323073, 38.66200824821171, 11.35507489774404651611
45, P0, 10, 74.07764556477164260000,  42.139922760423296,  93.2748700577655, 51.134947297342204, 15.78539707355937194389
46, P0, 10, 80.86914525710957400000,  61.09505340323936,  95.33572927008993, 34.24067586685057, 10.87318536479261639518
47, P0, 10, 73.20699069353452800000,  49.28247399702363,  96.49532186033309, 47.21284786330946, 13.12436356032308093658
48, P0, 10, 74.85713802219144240000,  49.85880428937233,  91.33807756265125, 41.47927327327892, 12.46287475914482400868
49, P0, 10, 76.92178355502961000000,  56.56716640563941,  91.70790578422783, 35.14073937858842, 12.00881185310553481616
